Age,Monthly_Income,Employment_Type,City_Tier,Total_Spend_Prev,Next_Month_Spend
39,7199.68,Freelancer,Tier 2,4078.33,3876.99
60,6905.62,Salaried,Tier 3,4621.89,5026.87
53,4306.61,Freelancer,Tier 2,3153.9,3323.14
45,6361.43,Salaried,Tier 1,3411.93,3419.69
44,5168.54,Salaried,Tier 2,3079.12,3060.14
53,5068.38,Salaried,Tier 2,2937.38,3172.87
58,4883.96,Salaried,Tier 3,3003.0,3060.74
33,7637.63,Salaried,Tier 1,5708.35,5441.25
34,7048.76,Freelancer,Tier 2,4013.18,3807.21
44,6117.34,Salaried,Tier 2,3894.23,4155.91
46,4744.55,Salaried,Tier 2,2516.21,2697.15
56,5059.34,Freelancer,Tier 1,3185.71,3249.06
62,5795.85,Salaried,Tier 3,2938.44,2814.0
51,4217.59,Freelancer,Tier 1,2082.96,2205.46
38,6407.47,Salaried,Tier 1,4435.76,4052.86
41,3618.13,Student,Tier 3,1978.23,2067.61
46,5587.77,Salaried,Tier 1,3882.1,3931.17
43,2000.0,Salaried,Tier 1,1140.64,1083.56
34,4174.07,Salaried,Tier 2,2284.85,2355.51
40,8116.52,Salaried,Tier 1,5804.7,5381.17
57,6554.29,Student,Tier 3,3651.67,3530.3
33,7303.2,Salaried,Tier 2,4248.29,4164.1
62,3999.04,Salaried,Tier 2,2081.62,2197.0
40,5155.66,Salaried,Tier 1,4067.09,3911.55
33,6922.99,Business,Tier 1,4880.97,4440.74
30,5949.64,Salaried,Tier 2,3202.04,2997.59
28,5762.85,Student,Tier 2,3041.08,3106.83
49,7445.87,Salaried,Tier 2,4463.59,4030.84
35,3439.32,Salaried,Tier 1,2219.44,2349.16
52,4723.64,Salaried,Tier 2,3927.72,4242.82
40,2368.87,Business,Tier 1,1616.22,1614.73
37,3357.34,Business,Tier 2,2305.94,2401.69
26,6611.28,Salaried,Tier 2,3702.35,3674.71
56,3623.98,Salaried,Tier 1,2444.98,2351.46
33,6103.29,Freelancer,Tier 2,4118.38,3682.53
46,7487.73,Salaried,Tier 1,5098.72,5117.24
42,4733.09,Salaried,Tier 2,1859.53,2019.41
57,5779.8,Salaried,Tier 2,3574.07,3852.83
44,6114.97,Salaried,Tier 1,4401.06,4770.42
37,3167.76,Salaried,Tier 3,1602.59,1752.08
60,4075.32,Salaried,Tier 2,2763.61,2578.65
63,3494.51,Salaried,Tier 3,1690.56,1571.05
60,4194.92,Business,Tier 1,2094.3,2064.04
35,6074.17,Salaried,Tier 3,4885.6,5070.58
52,4107.2,Freelancer,Tier 1,1841.39,1574.55
26,4947.27,Salaried,Tier 2,3130.02,3375.64
56,3436.31,Freelancer,Tier 3,2128.83,2137.71
44,6839.63,Salaried,Tier 1,4380.36,4497.72
50,4182.34,Freelancer,Tier 1,2571.19,2927.63
64,7284.47,Salaried,Tier 2,4987.07,4663.24
32,5091.39,Business,Tier 2,3589.87,3538.28
39,2889.5,Salaried,Tier 2,1289.65,1412.52
33,4743.46,Salaried,Tier 1,3165.67,3060.83
30,3405.83,Student,Tier 2,2368.28,2429.85
31,5884.02,Salaried,Tier 1,3958.88,4345.98
38,4607.96,Salaried,Tier 3,2662.15,2536.51
59,5244.82,Student,Tier 2,3050.3,2846.95
28,4445.97,Salaried,Tier 2,3472.53,3504.71
34,4166.99,Salaried,Tier 1,1709.23,1726.97
61,3539.57,Student,Tier 3,2038.95,2210.99
63,6254.33,Salaried,Tier 2,2613.01,2365.53
30,4740.27,Business,Tier 3,2654.5,2605.33
48,4527.96,Salaried,Tier 1,2548.47,2452.82
23,4702.68,Freelancer,Tier 2,2293.25,2363.0
26,3981.71,Salaried,Tier 2,2272.19,2049.21
50,4532.97,Student,Tier 1,2033.96,2119.82
58,5308.44,Salaried,Tier 2,3592.03,3581.25
59,3448.79,Salaried,Tier 1,1999.98,2080.26
40,3665.97,Freelancer,Tier 1,2017.16,1990.18
29,7067.43,Salaried,Tier 1,5582.21,5553.39
22,4455.87,Freelancer,Tier 2,2357.61,2796.79
43,4172.66,Business,Tier 2,2469.52,2326.73
38,2984.19,Salaried,Tier 2,1956.43,1845.89
28,6276.02,Freelancer,Tier 1,3439.45,3226.25
46,3416.11,Salaried,Tier 2,1910.32,1971.54
25,4977.06,Salaried,Tier 3,2748.24,2668.37
57,2437.72,Salaried,Tier 1,1444.4,1450.04
27,6227.26,Freelancer,Tier 1,4290.66,4071.51
52,6765.28,Salaried,Tier 2,3759.84,3486.05
40,5726.78,Freelancer,Tier 2,3568.97,2957.64
60,2698.28,Salaried,Tier 2,2076.33,2249.23
48,6258.14,Freelancer,Tier 2,4062.66,4593.73
31,3758.98,Salaried,Tier 1,1909.62,1772.23
47,3243.54,Business,Tier 3,2287.61,2080.15
40,4424.81,Salaried,Tier 2,1909.0,1753.68
60,4394.95,Salaried,Tier 1,2322.95,2226.98
24,4242.43,Salaried,Tier 1,2547.7,2706.35
34,6910.51,Freelancer,Tier 2,2913.71,2465.22
49,8017.74,Salaried,Tier 2,4148.22,3887.42
41,2946.3,Freelancer,Tier 2,1915.61,1476.25
49,3966.75,Salaried,Tier 3,1951.82,1805.06
29,5214.12,Freelancer,Tier 1,3479.81,3061.69
62,4416.93,Salaried,Tier 3,2151.85,2227.4
60,5599.1,Salaried,Tier 2,2893.39,2817.49
22,6373.98,Salaried,Tier 2,3711.88,3469.57
24,6124.05,Salaried,Tier 3,3806.11,3770.48
34,5914.6,Salaried,Tier 2,3160.75,3326.68
49,7488.64,Student,Tier 1,5103.43,4671.27
46,2616.58,Student,Tier 3,1463.79,1338.18
54,7220.16,Freelancer,Tier 2,4994.54,5013.33
59,4380.51,Salaried,Tier 2,1918.17,1885.58
27,6177.69,Salaried,Tier 3,2914.76,2749.48
53,3455.5,Freelancer,Tier 2,2657.07,2242.17
42,3637.26,Salaried,Tier 2,2430.04,2293.74
37,5993.18,Student,Tier 2,4123.62,4070.31
42,2106.9,Salaried,Tier 2,1386.45,1269.82
32,6484.16,Student,Tier 1,3387.83,3534.11
58,6889.95,Salaried,Tier 2,3952.06,3993.24
57,5266.68,Freelancer,Tier 1,2927.01,3034.19
56,5212.64,Salaried,Tier 2,3265.77,3277.99
40,3749.55,Business,Tier 3,3029.01,3123.4
41,6011.67,Salaried,Tier 1,3239.61,3560.21
39,5521.5,Freelancer,Tier 1,2998.56,3309.66
62,3617.74,Business,Tier 1,1878.74,1893.91
35,4412.78,Salaried,Tier 2,2378.11,2506.78
36,4761.0,Salaried,Tier 3,3102.07,3086.7
52,4410.8,Salaried,Tier 2,2270.24,2184.38
22,2955.63,Salaried,Tier 1,2286.14,2177.3
24,6048.53,Salaried,Tier 2,3485.99,3415.91
37,4634.73,Salaried,Tier 2,2424.93,2183.54
44,5023.05,Salaried,Tier 1,3619.9,3386.02
32,4132.6,Freelancer,Tier 2,2236.95,2379.42
33,5712.91,Freelancer,Tier 1,2583.48,2987.95
31,5298.04,Salaried,Tier 2,3303.04,3015.57
53,6819.18,Business,Tier 1,5288.65,5289.68
37,5720.9,Business,Tier 1,2749.33,2980.12
29,4695.97,Salaried,Tier 3,3178.86,3247.22
59,3890.42,Salaried,Tier 2,2616.45,2613.97
33,6298.93,Salaried,Tier 1,4148.78,4350.4
45,4576.14,Freelancer,Tier 3,3186.22,3013.89
49,4742.42,Freelancer,Tier 2,2281.24,2157.67
29,4742.04,Salaried,Tier 1,3468.66,3709.58
49,4397.59,Freelancer,Tier 2,2486.58,2431.53
57,4768.19,Salaried,Tier 3,2397.3,2544.88
47,7889.31,Salaried,Tier 2,5197.45,4785.15
29,3428.27,Freelancer,Tier 1,2471.93,2314.38
49,3778.24,Freelancer,Tier 2,2149.76,2001.7
49,7076.49,Salaried,Tier 2,3607.29,3966.97
58,4437.79,Salaried,Tier 3,2458.7,2403.59
62,4324.07,Student,Tier 1,2502.78,2731.68
57,6552.3,Salaried,Tier 2,3897.74,3822.73
48,2869.71,Freelancer,Tier 1,1468.73,1506.68
38,6232.18,Salaried,Tier 2,3876.42,3987.79
30,5068.42,Salaried,Tier 3,2686.03,2463.87
54,5697.2,Salaried,Tier 1,3784.73,3968.94
41,5669.05,Salaried,Tier 1,4081.46,3843.65
34,4058.03,Freelancer,Tier 2,2074.79,1759.82
49,6576.78,Salaried,Tier 2,3534.0,3733.46
50,4174.79,Salaried,Tier 1,2123.42,2312.11
34,5613.27,Salaried,Tier 2,2936.03,2971.14
56,6856.59,Salaried,Tier 3,3385.93,3399.05
27,7068.35,Student,Tier 2,5318.85,5324.09
39,4599.31,Freelancer,Tier 2,3587.56,3964.01
26,5694.7,Salaried,Tier 1,2406.2,2643.51
46,4460.77,Freelancer,Tier 3,2827.31,2734.53
23,8755.69,Freelancer,Tier 1,6616.17,6700.9
31,6170.19,Freelancer,Tier 1,3667.14,3394.63
51,5126.09,Salaried,Tier 1,1925.96,1809.95
26,5468.84,Salaried,Tier 2,2742.17,2937.49
54,5610.66,Salaried,Tier 3,2584.36,2838.84
22,5655.12,Business,Tier 1,3973.69,4131.04
39,4640.0,Freelancer,Tier 3,2801.43,3208.38
53,4408.51,Salaried,Tier 3,3113.77,3020.35
32,4772.22,Salaried,Tier 2,3709.68,3804.35
42,3290.46,Salaried,Tier 2,2014.49,2019.2
47,6077.41,Salaried,Tier 1,4456.2,4440.17
46,3797.44,Student,Tier 1,1665.37,1709.46
43,3410.07,Salaried,Tier 3,1683.99,1620.11
48,4978.47,Salaried,Tier 2,2984.28,3068.21
34,4804.82,Student,Tier 1,2879.65,2979.21
54,5374.45,Salaried,Tier 2,2378.54,2538.43
55,4147.69,Freelancer,Tier 3,2683.19,3139.61
62,4411.19,Salaried,Tier 2,3231.11,3114.65
56,6038.18,Salaried,Tier 1,3700.41,3664.0
22,5946.83,Salaried,Tier 2,3122.61,2885.53
42,5884.29,Freelancer,Tier 2,3288.85,2959.61
27,5050.95,Salaried,Tier 1,3239.0,3252.56
49,5253.38,Salaried,Tier 1,3016.97,2776.07
38,5345.66,Freelancer,Tier 2,3802.87,4356.19
26,4015.94,Salaried,Tier 2,2872.23,2809.2
52,7211.07,Salaried,Tier 1,4679.27,4243.88
26,6997.38,Salaried,Tier 1,5567.24,5494.25
59,6191.37,Salaried,Tier 1,4260.2,4073.73
24,4361.21,Freelancer,Tier 1,2660.85,2548.34
44,5808.72,Freelancer,Tier 1,3519.88,3350.84
58,6467.55,Student,Tier 2,4179.29,4007.18
58,3165.2,Freelancer,Tier 2,1906.66,1584.91
31,7541.77,Salaried,Tier 2,5441.49,5296.18
31,2390.92,Business,Tier 2,1165.04,1148.67
40,6056.91,Salaried,Tier 1,3685.56,3384.79
38,7179.92,Salaried,Tier 2,4380.3,3946.9
42,4830.4,Salaried,Tier 1,3553.34,3721.06
35,4774.3,Salaried,Tier 1,2435.33,2356.11
30,6001.49,Freelancer,Tier 1,4216.43,3796.57
22,7777.82,Salaried,Tier 3,4494.32,4320.87
34,4578.4,Salaried,Tier 1,2768.21,3036.27
25,3828.57,Salaried,Tier 3,2398.05,2309.52
22,4364.34,Salaried,Tier 1,2914.85,2976.08
61,2671.23,Salaried,Tier 2,2061.41,1945.96
53,6346.64,Freelancer,Tier 2,3177.44,3626.83
55,4228.88,Salaried,Tier 1,2576.82,2617.71
49,4687.49,Business,Tier 1,2844.37,2663.94
52,6364.43,Salaried,Tier 3,3400.19,3144.26
29,4434.63,Salaried,Tier 2,2903.88,3178.94
60,6138.64,Freelancer,Tier 1,4255.63,4411.72
47,3442.87,Business,Tier 1,2352.27,2427.58
55,6438.08,Salaried,Tier 3,3951.73,4237.09
24,5512.86,Freelancer,Tier 3,3094.3,2584.82
33,4867.13,Student,Tier 2,2091.58,2187.53
22,5196.34,Student,Tier 1,3679.91,3522.12
26,3069.86,Freelancer,Tier 3,1742.14,2028.1
51,5162.0,Freelancer,Tier 1,2939.15,3208.82
51,4787.5,Salaried,Tier 2,2552.84,2314.65
38,3110.85,Business,Tier 2,1910.72,1985.18
44,3993.39,Salaried,Tier 1,1793.32,1769.96
36,4806.13,Student,Tier 2,3415.22,3374.02
58,4089.06,Salaried,Tier 3,2656.21,2872.57
42,2000.0,Salaried,Tier 2,1265.24,1356.27
35,6614.58,Salaried,Tier 1,4019.58,3663.88
23,4786.87,Salaried,Tier 1,3374.22,3454.06
32,2000.0,Salaried,Tier 1,817.33,806.84
60,8202.44,Salaried,Tier 1,4846.4,4475.95
59,6862.09,Freelancer,Tier 2,4306.07,4903.35
55,4476.53,Freelancer,Tier 2,2421.81,1744.84
59,3736.25,Salaried,Tier 1,2382.34,2159.4
55,5604.79,Freelancer,Tier 1,2717.07,2553.84
39,5303.49,Salaried,Tier 1,2518.61,2419.57
51,5813.13,Salaried,Tier 2,3578.76,3264.46
36,3740.57,Freelancer,Tier 2,1982.52,2164.85
48,6646.66,Business,Tier 2,3201.68,3161.43
55,4289.81,Salaried,Tier 2,2127.45,2090.09
59,6021.15,Salaried,Tier 2,2801.21,2602.52
54,3804.59,Salaried,Tier 2,2057.29,2031.69
45,8972.22,Salaried,Tier 1,6071.17,5937.8
36,6043.29,Salaried,Tier 2,3664.92,3579.63
51,9326.35,Student,Tier 1,5838.8,5510.16
63,6241.4,Business,Tier 1,4625.67,4250.47
38,4157.8,Freelancer,Tier 3,2957.81,2969.9
26,6244.07,Salaried,Tier 1,2597.1,2683.99
50,6350.87,Freelancer,Tier 2,3099.31,2730.54
25,5559.99,Salaried,Tier 2,2816.16,2749.88
31,5945.59,Salaried,Tier 1,3118.52,3127.49
38,6142.59,Salaried,Tier 1,4622.86,5051.08
31,3509.48,Freelancer,Tier 2,1909.79,1667.35
38,3402.71,Student,Tier 1,2090.56,2264.75
41,3808.67,Salaried,Tier 1,2545.26,2708.15
45,5191.31,Salaried,Tier 3,2713.71,2762.07
26,4665.24,Salaried,Tier 2,3064.94,3286.1
55,3536.64,Business,Tier 1,2082.72,2109.89
27,6162.97,Salaried,Tier 1,3650.1,3546.25
23,5424.57,Salaried,Tier 2,3221.29,3139.05
34,5253.39,Freelancer,Tier 1,3734.45,3754.47
64,4613.02,Salaried,Tier 1,2376.95,2524.06
64,4432.66,Salaried,Tier 2,2090.6,1937.43
32,3738.0,Salaried,Tier 1,2179.64,1978.79
44,6400.61,Freelancer,Tier 2,3917.17,4397.91
37,3944.76,Salaried,Tier 2,2344.82,2414.04
52,5314.09,Student,Tier 1,2152.8,2291.14
32,7493.02,Freelancer,Tier 1,4264.18,4453.32
37,4501.61,Salaried,Tier 2,2400.41,2281.06
29,6441.05,Salaried,Tier 2,3454.45,3243.24
25,5853.06,Salaried,Tier 1,3823.93,3702.31
61,5467.2,Salaried,Tier 1,2758.64,2967.17
25,5645.52,Student,Tier 3,3915.1,3534.53
46,4857.64,Business,Tier 1,2548.81,2299.3
24,5052.16,Salaried,Tier 3,3061.17,2887.78
53,4177.83,Salaried,Tier 1,2659.26,2593.27
24,5062.19,Salaried,Tier 1,3730.59,3583.12
48,4122.16,Salaried,Tier 2,2528.86,2693.19
50,6508.48,Salaried,Tier 1,3357.31,3484.7
53,2450.75,Salaried,Tier 1,1969.84,2102.93
40,5721.58,Student,Tier 1,3757.11,3669.76
42,5504.88,Salaried,Tier 3,3941.91,4017.44
26,5369.02,Salaried,Tier 1,2394.29,2401.69
39,6536.75,Business,Tier 2,3852.79,3833.32
49,4570.81,Salaried,Tier 2,3128.28,2995.7
63,5383.15,Salaried,Tier 2,3877.07,4039.3
43,2425.19,Salaried,Tier 2,1634.64,1642.49
42,4377.02,Salaried,Tier 1,3318.14,3038.49
27,6283.6,Student,Tier 1,3948.25,3553.84
22,2991.26,Student,Tier 1,1999.1,1807.31
26,5239.62,Student,Tier 1,3507.53,3210.06
62,3983.72,Business,Tier 1,2069.21,2015.81
33,4833.52,Salaried,Tier 1,3206.5,3081.87
47,4073.48,Student,Tier 3,2849.31,2653.65
55,3129.21,Student,Tier 3,1553.64,1558.44
35,5579.0,Salaried,Tier 1,3884.74,4250.05
47,4925.6,Salaried,Tier 1,3247.35,3026.98
48,5918.94,Salaried,Tier 1,3420.34,3249.73
30,6191.66,Salaried,Tier 1,3245.83,3221.23
47,6837.89,Salaried,Tier 1,4201.19,4319.53
43,5200.23,Student,Tier 3,3084.73,3146.57
51,6902.93,Student,Tier 1,5220.95,5243.08
64,3536.34,Salaried,Tier 1,1836.07,1923.2
38,6363.44,Salaried,Tier 1,3904.93,4175.11
47,5689.09,Business,Tier 3,2756.8,3031.91
57,5349.64,Freelancer,Tier 3,2646.58,2503.06
22,5667.1,Salaried,Tier 2,3256.83,3579.22
29,3558.89,Freelancer,Tier 2,2065.25,2152.52
56,3204.88,Business,Tier 1,1903.11,1963.0
36,7564.74,Student,Tier 1,5051.31,5192.42
43,4746.92,Salaried,Tier 2,3109.74,3365.2
35,4725.51,Salaried,Tier 2,3302.13,3597.96
47,3346.54,Student,Tier 1,2113.44,1977.54
49,2777.33,Salaried,Tier 1,1561.58,1559.52
44,4867.52,Freelancer,Tier 2,2739.83,2905.46
35,4487.62,Salaried,Tier 1,2860.07,2792.63
45,5002.6,Salaried,Tier 2,3834.6,3629.58
23,5130.73,Salaried,Tier 1,2523.23,2322.71
47,8734.19,Salaried,Tier 1,6263.86,6385.65
35,4492.13,Student,Tier 2,2307.48,2399.91
28,7369.91,Salaried,Tier 3,4020.87,3776.04
24,7463.04,Business,Tier 1,3902.17,4037.68
44,6130.44,Business,Tier 1,3140.71,3391.73
64,4647.31,Salaried,Tier 1,3388.54,3214.77
39,2957.79,Freelancer,Tier 2,2026.44,2043.39
59,5716.92,Salaried,Tier 3,2739.34,2923.11
56,6528.22,Freelancer,Tier 1,3101.41,2712.25
36,7621.53,Salaried,Tier 1,4401.89,4150.86
46,3575.06,Salaried,Tier 3,1525.76,1593.31
58,4634.71,Salaried,Tier 2,2687.42,2736.29
49,3584.2,Freelancer,Tier 2,2194.34,2066.26
31,4049.78,Student,Tier 1,2821.2,3003.82
60,5996.58,Salaried,Tier 1,4175.54,4150.85
38,3981.04,Salaried,Tier 2,2840.42,2954.23
60,3763.59,Salaried,Tier 2,2121.73,2037.46
43,6195.49,Business,Tier 2,3681.07,3913.55
47,5676.11,Salaried,Tier 1,3764.81,3587.32
46,5525.02,Freelancer,Tier 2,3262.66,3175.1
38,4020.67,Salaried,Tier 3,1980.76,1937.77
34,6939.53,Salaried,Tier 3,4171.84,3926.89
41,5021.74,Business,Tier 1,3148.3,3384.03
46,8570.29,Freelancer,Tier 2,4749.83,3985.72
25,5241.75,Freelancer,Tier 2,3170.01,3518.31
31,2000.0,Salaried,Tier 3,1160.0,1232.88
24,2000.0,Business,Tier 2,1384.95,1407.36
62,5935.92,Salaried,Tier 3,3270.03,3156.82
39,6950.74,Student,Tier 3,4771.48,5039.98
57,3824.26,Salaried,Tier 1,2648.72,2648.29
43,8151.47,Salaried,Tier 2,3852.52,3592.87
55,7494.5,Salaried,Tier 2,5128.63,4940.78
29,5315.82,Salaried,Tier 1,2493.94,2539.8
61,5809.18,Salaried,Tier 1,4111.08,4241.63
40,6341.8,Business,Tier 1,3366.85,3399.26
63,7834.99,Freelancer,Tier 2,4778.59,5275.03
62,6023.2,Student,Tier 1,3229.2,3289.75
58,5281.9,Salaried,Tier 3,3050.75,2948.52
27,6008.45,Salaried,Tier 2,3064.46,2895.87
47,5806.04,Business,Tier 2,4016.55,4374.45
55,6386.62,Salaried,Tier 1,3449.96,3322.22
27,2644.97,Salaried,Tier 2,1410.14,1363.78
58,5473.78,Business,Tier 2,3846.17,4151.38
54,5690.66,Salaried,Tier 1,2943.2,2732.87
43,4890.73,Salaried,Tier 3,2926.92,2976.44
42,6176.25,Business,Tier 2,4189.81,4427.55
27,7881.75,Salaried,Tier 1,6086.22,5810.72
27,5207.33,Business,Tier 3,3818.18,4080.94
25,6037.58,Salaried,Tier 1,4222.6,4450.33
51,7409.4,Freelancer,Tier 2,4408.9,4460.38
32,5242.35,Salaried,Tier 2,2801.39,2587.76
51,3667.31,Freelancer,Tier 1,2430.47,2449.56
52,5923.67,Salaried,Tier 2,3535.3,3623.14
45,2000.0,Business,Tier 2,939.27,942.48
30,2000.0,Salaried,Tier 2,985.45,1061.42
24,5499.52,Salaried,Tier 1,3993.49,3930.68
52,2000.0,Freelancer,Tier 1,1203.41,1006.28
61,3027.25,Salaried,Tier 1,1940.91,2080.04
58,4429.85,Salaried,Tier 3,2652.58,2595.8
57,3917.88,Salaried,Tier 1,2194.53,2314.08
45,4778.29,Salaried,Tier 2,3463.41,3294.49
52,6669.31,Salaried,Tier 3,3969.47,4130.13
27,5357.72,Salaried,Tier 2,3375.2,3382.24
23,3741.02,Salaried,Tier 3,2659.02,2480.81
41,7031.66,Freelancer,Tier 3,3994.22,3562.95
49,2856.71,Salaried,Tier 1,1798.31,1783.09
32,5332.83,Salaried,Tier 1,2635.27,2746.4
25,2689.87,Student,Tier 1,1539.45,1571.25
36,5378.48,Business,Tier 1,3474.78,3721.3
27,4522.06,Salaried,Tier 2,2910.2,2845.97
51,6623.36,Salaried,Tier 1,3923.85,4193.53
59,6081.03,Student,Tier 2,3369.78,3057.76
23,4119.29,Salaried,Tier 1,2612.46,2542.34
36,3831.59,Salaried,Tier 1,1825.26,1669.37
32,4527.35,Salaried,Tier 2,3254.02,3526.86
29,7813.36,Freelancer,Tier 1,4915.66,4987.33
47,7428.6,Salaried,Tier 2,4231.09,4075.52
26,3547.6,Freelancer,Tier 3,2113.46,1758.4
27,6200.34,Freelancer,Tier 2,4478.15,4954.43
47,2402.85,Salaried,Tier 1,1075.95,1150.46
25,4328.99,Business,Tier 3,2371.85,2391.98
40,3608.65,Salaried,Tier 1,2392.87,2360.04
41,6603.92,Salaried,Tier 2,4966.39,5424.65
54,3063.92,Salaried,Tier 1,2159.14,2361.47
41,5644.03,Salaried,Tier 1,3114.9,2827.34
33,5001.07,Salaried,Tier 3,3273.33,3408.74
22,4736.83,Salaried,Tier 1,2999.17,2922.24
47,7507.37,Salaried,Tier 3,3369.4,3487.46
35,7639.55,Salaried,Tier 1,3336.28,3427.64
59,4783.41,Salaried,Tier 3,2962.65,2861.98
58,4481.13,Freelancer,Tier 3,2962.02,3342.56
32,2739.69,Salaried,Tier 2,1204.02,1169.61
57,4993.61,Freelancer,Tier 2,3338.77,3456.75
34,7929.95,Salaried,Tier 2,4155.45,4415.91
64,4806.9,Salaried,Tier 3,3065.77,2848.39
24,6093.14,Salaried,Tier 1,3613.01,3468.9
54,2903.75,Salaried,Tier 2,1658.54,1558.69
27,4347.84,Salaried,Tier 1,2559.9,2704.19
31,5693.7,Salaried,Tier 1,2674.11,2835.21
26,5158.79,Student,Tier 1,3540.08,3367.29
44,6237.0,Student,Tier 2,3026.89,2726.7
31,4095.99,Salaried,Tier 3,3032.66,2986.17
23,2375.02,Freelancer,Tier 1,1671.8,1885.02
34,6683.14,Salaried,Tier 2,4220.61,4324.02
61,3595.78,Salaried,Tier 2,1760.27,1741.15
23,5759.91,Freelancer,Tier 2,3953.83,3838.31
41,5676.29,Salaried,Tier 3,3567.16,3548.88
22,2504.37,Salaried,Tier 1,1564.35,1412.64
58,6573.69,Salaried,Tier 1,3599.3,3292.55
30,4150.15,Salaried,Tier 1,3279.05,3057.83
38,5082.58,Salaried,Tier 3,3221.33,3302.13
30,4462.73,Salaried,Tier 3,2604.79,2458.29
32,7433.89,Salaried,Tier 1,4625.73,4554.85
36,7015.24,Salaried,Tier 1,3304.89,3385.14
45,2281.5,Freelancer,Tier 2,1387.33,1546.39
59,8388.24,Salaried,Tier 2,6237.8,6299.75
56,3982.54,Freelancer,Tier 2,2250.66,1941.14
51,8153.66,Freelancer,Tier 3,3914.51,4393.51
52,4615.69,Freelancer,Tier 3,2917.23,2901.68
26,4488.62,Freelancer,Tier 3,2080.45,1744.41
35,4629.01,Salaried,Tier 2,2203.29,2388.95
32,4398.82,Salaried,Tier 1,2402.06,2451.22
30,8786.59,Salaried,Tier 2,5392.38,5567.79
55,4885.46,Student,Tier 2,2929.06,2812.89
33,4546.56,Salaried,Tier 1,2385.06,2184.01
56,5115.52,Salaried,Tier 1,2805.05,2729.74
56,3549.0,Salaried,Tier 2,2204.84,2161.69
22,7395.68,Student,Tier 2,3595.86,3430.64
61,2793.38,Salaried,Tier 2,1789.1,1687.29
43,4078.99,Salaried,Tier 1,2569.62,2495.36
50,6404.99,Salaried,Tier 2,4063.55,4176.86
29,5063.53,Student,Tier 1,2878.4,3136.9
32,5823.82,Salaried,Tier 2,4311.84,4487.58
62,7299.75,Salaried,Tier 2,4364.06,4608.1
58,6505.7,Freelancer,Tier 3,4054.35,3909.59
35,5206.21,Salaried,Tier 2,3494.83,3218.53
51,8134.01,Business,Tier 2,3570.66,3421.77
56,4057.5,Salaried,Tier 2,3125.01,3064.17
42,4849.54,Salaried,Tier 2,3550.15,3684.97
58,4954.34,Business,Tier 1,2884.55,3138.02
26,4846.37,Student,Tier 2,2765.47,2936.54
40,3396.18,Salaried,Tier 2,2410.53,2297.91
35,2624.53,Salaried,Tier 2,1371.39,1459.24
47,5625.8,Business,Tier 1,3044.02,2990.29
25,4049.79,Salaried,Tier 3,2501.9,2339.49
46,7861.71,Student,Tier 1,4536.48,4501.33
63,4891.19,Student,Tier 1,2914.85,2951.71
46,4622.77,Salaried,Tier 3,2448.49,2577.48
39,6641.51,Student,Tier 3,5161.32,5006.38
61,5603.29,Salaried,Tier 1,3521.0,3272.27
29,4736.72,Freelancer,Tier 3,2242.0,1972.26
60,4038.9,Salaried,Tier 1,1939.46,1789.14
61,10486.55,Business,Tier 2,6097.86,6646.7
35,5542.68,Freelancer,Tier 2,3715.38,4379.05
53,6626.64,Freelancer,Tier 2,4054.16,4297.44
59,3465.58,Student,Tier 2,2192.33,2105.73
54,4133.02,Salaried,Tier 1,2585.26,2425.81
44,8168.52,Salaried,Tier 1,4582.53,5023.29
36,7095.4,Business,Tier 2,4483.7,4921.55
54,5686.43,Freelancer,Tier 1,2685.41,2468.78
46,4427.64,Student,Tier 3,2231.56,2344.26
38,4648.95,Student,Tier 2,2499.43,2393.78
54,3985.83,Salaried,Tier 1,2105.3,2277.64
23,3264.73,Salaried,Tier 2,1937.61,1778.43
35,6385.77,Salaried,Tier 1,3825.11,4122.38
61,5808.25,Freelancer,Tier 1,3749.35,3449.16
61,6104.12,Salaried,Tier 2,2709.78,2721.69
60,4494.65,Freelancer,Tier 3,3171.75,3149.42
27,5383.46,Salaried,Tier 2,3136.24,3090.66
27,4351.93,Salaried,Tier 1,2374.94,2343.49
24,3909.04,Salaried,Tier 2,2274.8,2344.68
28,7500.59,Salaried,Tier 1,4625.61,4184.42
29,5182.26,Freelancer,Tier 1,3743.06,3955.37
63,5761.18,Salaried,Tier 3,2901.36,2624.11
36,6253.63,Salaried,Tier 3,3765.83,3528.79
50,5201.06,Salaried,Tier 1,2036.9,2080.39
54,5360.95,Freelancer,Tier 2,3510.95,2913.7
51,3370.06,Business,Tier 3,1952.05,2143.7
60,3655.83,Salaried,Tier 1,2414.0,2551.3
48,3578.28,Freelancer,Tier 1,1657.42,2023.22
57,5908.19,Salaried,Tier 3,3151.94,3005.49
50,5106.34,Salaried,Tier 2,3062.4,2785.91
59,3655.95,Freelancer,Tier 1,2210.93,2649.14
54,5870.15,Salaried,Tier 1,3427.72,3186.3
58,5815.18,Freelancer,Tier 1,3646.64,3879.55
48,3957.55,Salaried,Tier 2,2316.84,2176.68
54,4958.26,Student,Tier 2,2646.45,2579.81
25,5820.71,Salaried,Tier 2,4064.65,4222.03
43,3712.47,Salaried,Tier 2,2092.59,2278.99
23,5849.34,Student,Tier 1,3128.86,2828.36
31,5451.54,Salaried,Tier 1,2467.81,2349.74
26,3501.2,Salaried,Tier 1,2394.9,2521.81
31,5329.7,Salaried,Tier 3,2639.19,2466.8
